gene,SYMBOL,GENENAME
AT2G01350,QPT,At2g01350 encodes quinolinate phosphoribosyl transferase involved in NAD biosynthesis as shown by heterologous expression in E. coli.
AT2G01379,,
AT2G01390,EMB3111,
AT2G01400,,
AT2G01410,,
AT2G01420,ATPIN4|PIN4,"Encodes a putative auxin efflux carrier that is localized in developing and mature root meristems.  It is involved in the maintenance of embryonic auxin gradients.  A role for AtPIN4 in generating a sink for auxin below the quiescent center of the root meristem that is essential for auxin distribution and patterning is proposed. In the root, PIN4 is detected around the quiescent center and cells surrounding it, and localizes basally in provascular cells. PIN4 expression is upregulated in brassinosteroid-insensitive mutant (PMID 16141452)."
AT2G01422,,
AT2G01430,ATHB-17|ATHB17|HB17,
AT2G01440,RECG|RECG1,
AT2G01450,ATMPK17|MPK17,member of MAP Kinase
AT2G01460,,
AT2G01470,ATSEC12|STL2P,Sec12p-like protein (GTP exchange protein) that functionally complements yeast sec12 null mutant. Protein is localized to the ER.
AT2G01480,ESMD1,
AT2G01490,PAHX,
AT2G01505,CLE16,Member of a large family of putative ligands homologous to the Clavata3 gene.  Consists of a single exon.
AT2G01510,,
AT2G01520,MLP328|ZCE1,
AT2G01530,MLP329|ZCE2,
AT2G01540,CAR10,
AT2G01570,RGA|RGA1|RGA24,"Member of the VHIID/DELLA regulatory family. Contains homopolymeric serine and threonine residues, a putative nuclear localization signal, leucine heptad repeats, and an LXXLL motif. Putative transcriptional regulator repressing the gibberellin response and integration of phytohormone signalling. DELLAs repress cell proliferation and expansion that drives plant growth. The protein undergoes degradation in response to GA via the 26S proteasome. RGA1 binds to PIF3 and  inhibits its DNA binding activity and thus affects the expression of PIF3 regulated genes. RGA may be involved in reducing ROS accumulation in response to stress by up-regulating the transcription of superoxide dismutases. Represses GA-induced vegetative growth and floral initiation. Rapidly degraded in response to GA. Involved in fruit and flower development."
AT2G01580,,
AT2G01590,CRR3,"Likely a subunit of the chloroplast NAD(P)H dehydrogenase complex, involved in PSI cyclic electron transport. Located in the membrane fraction of chloroplast. Mutant has impaired NAD(P)H dehydrogenase activity."
AT2G01600,PICALM1a,
AT2G01610,,
AT2G01620,MEE11,
AT2G01630,,
AT2G01640,SAHY1,
AT2G01650,PUX2,encodes a peripheral membrane protein that contains UBX domain and interacts with AtCDC48 in vitro and co-fractionates with membrane-associated but not soluble AtCDC48 in vivo.
AT2G01660,PDLP6,Encodes a plasmodesmal protein that may be involved in the intercellular movement of molecules through the plasmodesmata. The protein has two DUF26 domains and a single transmembrane domain.
AT2G01670,atnudt17|NUDT17,
AT2G01680,,
AT2G01690,VAC1|VAC14,
AT2G01710,DNAJ2|SDJ2,
AT2G01720,OST1a,
AT2G01730,ATCPSF73-II|CPSF73-II|EDA26,a homolog of cleavage and polyadenylation specificity factor that plays an essential role in the development of female gametophyte and embryo
AT2G01735,RIE1,encodes a RING-H2 zinc finger protein essential for seed development.
AT2G01740,,
AT2G01750,ATMAP70-3|MAP70-3,Encodes a microtubule associated protein (MAP70-3). Expressed in all tissues.
AT2G01755,,
AT2G01760,ARR14|RR14,member of Response Regulator: B- Type
AT2G01770,ATVIT1|VIT1,Encodes an iron transporter required for iron sequestration into vacuoles. Expressed in developing embryo and seed. Localized in the vacuolar membrane.
AT2G01810,,
AT2G01818,,
AT2G01820,TMK3,
AT2G01830,AHK4|ATCRE1|CRE1|WOL|WOL1,Histidine kinase: cytokinin-binding receptor that transduces cytokinin signals across the plasma membrane
AT2G01850,ATXTH27|EXGT-A3|XTH27,"EXGT-A3 has homology to xyloglucan endotransglucosylases/hydrolases (XTHs). Mutants in this gene show a lesion mimic phenotype associated with leaf maturation and a reduction in the number of tertiary veins. Individual tracheary elements in the mutants are shorter, but phloem transport activity is not severely affected. EXGT-A3 plays a role in xyloglucan degradation in the differentiating tracheary elements of rosette leaves."
AT2G01860,CYK8|EMB975,
AT2G01870,,
AT2G01880,ATPAP7|PAP7,
AT2G01890,ATPAP8|PAP8,Encodes a purple acid phosphatase (PAP) belonging to the low molecular weight plant PAP group.
AT2G01900,t5ptase9,
AT2G01905,CYCJ18,cyclin J18 (cycJ18)
AT2G01910,ATMAP65-6|MAP65-6,"Binds microtubules. Induces a crisscross mesh of microtubules, not bundles.  Not involved in microtubule polymerization nor nucleation. Localizes to mitochondria."
AT2G01913,,
AT2G01918,PQL3,Encode a protein homologous to each PQL protein. Mutational analysis indicates that PQL3 is also required for NDH activity.
AT2G01920,PICALM9c,
AT2G01930,ATBPC1|BBR|BPC1,"BASIC PENTACYSTEINE1 (BPC1) is a regulator of the homeotic Arabidopsis thaliana gene SEEDSTICK (STK), which controls ovule identity. BPC1 induces conformational changes by cooperative binding to purine-rich elements present in the STK regulatory sequence. STK is upregulated in bpc1 mutant."
AT2G01940,ATIDD15|IDD15|SGR5,May be involved in an early event in shoot gravitropism such as gravity perception and/or a signaling process subsequent to amyloplast sedimentation as a putative transcription factor in gravity-perceptive cells.
AT2G01950,BRL2|VH1,"Encodes a leucine rich repeat receptor kinase and associated with provascular/procambial cells. Similar to BRI, brassinosteroid receptor protein."
AT2G01960,TET14,Member of TETRASPANIN family
AT2G01970,,
AT2G01980,ATNHX7|ATSOS1|SOS1,"Encodes a plasma membrane-localized Na+/H+ antiporter SOS1.  Functions in the extrusion of toxic Na+ from cells and is essential for plant salt tolerance.  Has 12 predicted transmembrane domains in the N-terminal region and a long cytoplasmic tail of approx. 700 aa at the C-terminal side. SOS1 interacts through its predicted cytoplasmic tail with RCD1, a regulator of oxidative-stress responses, suggesting that SOS1 might function in oxidative-stress tolerance."
AT2G01990,,
AT2G02000,GAD3,
AT2G02010,GAD4,
AT2G02020,AtNPF8.4|AtPTR4|NPF8.4|PTR4,
AT2G02040,AtNPF8.3|ATPTR2|ATPTR2-B|NPF8.3|NTR1|PTR2|PTR2-B,Encodes a di- and tri-peptide transporter that recognizes a variety of different amino acid combinations. Expression of the transcripts for this gene can be detected in the embryo through in situ hybridization. This protein does not have nitrate transporter activity based on oocyte transport assays.
AT2G02050,,
AT2G02060,,
AT2G02061,,
AT2G02070,AtIDD5|IDD5|RVN,
AT2G02080,AtIDD4|IDD4|IME,
AT2G02090,CHA19|CHR19|ETL1,
AT2G02100,LCR69|PDF2.2,"Predicted to encode a PR (pathogenesis-related) protein.  Belongs to the plant defensin (PDF) family with the following members: At1g75830/PDF1.1, At5g44420/PDF1.2a, At2g26020/PDF1.2b, At5g44430/PDF1.2c, At2g26010/PDF1.3, At1g19610/PDF1.4, At1g55010/PDF1.5, At2g02120/PDF2.1, At2g02100/PDF2.2, At2g02130/PDF2.3, At1g61070/PDF2.4, At5g63660/PDF2.5, At2g02140/PDF2.6, At5g38330/PDF3.1 and At4g30070/PDF3.2."
AT2G02120,LCR70|PDF2.1,"Predicted to encode a PR (pathogenesis-related) protein.  Belongs to the plant defensin (PDF) family with the following members: At1g75830/PDF1.1, At5g44420/PDF1.2a, At2g26020/PDF1.2b, At5g44430/PDF1.2c, At2g26010/PDF1.3, At1g19610/PDF1.4, At1g55010/PDF1.5, At2g02120/PDF2.1, At2g02100/PDF2.2, At2g02130/PDF2.3, At1g61070/PDF2.4, At5g63660/PDF2.5, At2g02140/PDF2.6, At5g38330/PDF3.1 and At4g30070/PDF3.2."
AT2G02130,LCR68|PDF2.3,"Predicted to encode a PR (pathogenesis-related) protein.  Belongs to the plant defensin (PDF) family with the following members: At1g75830/PDF1.1, At5g44420/PDF1.2a, At2g26020/PDF1.2b, At5g44430/PDF1.2c, At2g26010/PDF1.3, At1g19610/PDF1.4, At1g55010/PDF1.5, At2g02120/PDF2.1, At2g02100/PDF2.2, At2g02130/PDF2.3, At1g61070/PDF2.4, At5g63660/PDF2.5, At2g02140/PDF2.6, At5g38330/PDF3.1 and At4g30070/PDF3.2."
AT2G02140,LCR72|PDF2.6,"Predicted to encode a PR (pathogenesis-related) protein.  Belongs to the plant defensin (PDF) family with the following members: At1g75830/PDF1.1, At5g44420/PDF1.2a, At2g26020/PDF1.2b, At5g44430/PDF1.2c, At2g26010/PDF1.3, At1g19610/PDF1.4, At1g55010/PDF1.5, At2g02120/PDF2.1, At2g02100/PDF2.2, At2g02130/PDF2.3, At1g61070/PDF2.4, At5g63660/PDF2.5, At2g02140/PDF2.6, At5g38330/PDF3.1 and At4g30070/PDF3.2."
AT2G02148,,
AT2G02150,EMB2794,
AT2G02160,AtC3H17|C3H17,
AT2G02170,,
AT2G02180,TOM3,Necessary for the efficient multiplication of tobamoviruses.
AT2G02220,ATPSKR1|PSKR1,"Encodes a protein interacting with phytosulfokine, a five amino acid sulfated peptide (YIYTQ)."
AT2G02230,AFA1|AtPP2-B1|PP2-B1,
AT2G02240,MEE66,
AT2G02250,AtPP2-B2|PP2-B2,
AT2G02310,AtPP2-B6|PP2-B6,
AT2G02340,AtPP2-B8|PP2-B8,
AT2G02350,AtPP2-B9|SKIP3,encodes a protein containing an F-box domain and physically interacts with SCF subunit SKP1/ASK1. The protein also exhibits similarity in sequence to phloem protein 2 (PP2) from cucumber.
AT2G02360,AtPP2-B10|PP2-B10,
AT2G02370,,
AT2G02380,ATGSTZ2|GSTZ2,Encodes glutathione transferase belonging to the zeta class of GSTs. Naming convention according to Wagner et al. (2002).
AT2G02390,ATGSTZ1|AtMAAI|GST18|GSTZ1|MAAI,Encodes glutathione transferase belonging to the zeta class of GSTs. Naming convention according to Wagner et al. (2002). The protein undergoes spontaneous thiolation following treatment with the  oxidant tert-butylhydroperoxide.
AT2G02400,,
AT2G02410,,
AT2G02450,ANAC034|ANAC035|AtLOV1|LOV1|NAC035,
AT2G02455,,
AT2G02470,AL6,AL6 encodes a member of the Alfin-Like family of nuclear-localized PhD domain containing homeodomain proteins. Binds to H3K4 di or trimethylated DNA.
AT2G02480,STI,STICHEL mutant shows trichomes with fewer than normal branches.
AT2G02497,,
AT2G02500,ATMEPCT|ISPD|MCT,Encodes a protein with 4-Diphosphocytidyl-2C-methyl-D-erythritol synthase activity. The enzyme has an absolute requirement for divalent cations (Mg2+ reaches the highest catalytic activity).
AT2G02510,,
AT2G02540,ATHB21|HB21|ZFHD4|ZHD3,Zinc finger homeobox protein. Expressed in vascular tissue.  In a yeast one hybrid system was not able to transactivate a reporter gene.
AT2G02560,ATCAND1|CAND1|ETA2|HVE|TIP120,"Arabidopsis thaliana homolog of human  CAND1 (cullin-associated and neddylation-dissociated). Putative similarity to TBP-interacting protein TIP120. Ubiquitously expressed in plant tissues throughout development. T-DNA insertion mutant plants were completely sterile and resistant to sirtinol and auxin, but not to gibberellins or brassinolide. Displayed developmental phenotypes similar to those of axr1, namely, short petioles, downwardly curling leaves, shorter inflorescence. Required for SCF function and appears to modulate SCF complex cycling. Physically interacts with CUL1."
AT2G02570,SPF30,
AT2G02580,CYP71B9,member of CYP71B
AT2G02590,,
AT2G02630,,
AT2G02680,,
AT2G02710,PLP|PLPA|PLPB|PLPC,Encodes a putative blue light receptor protein.
AT2G02720,,
AT2G02730,,
AT2G02740,ATWHY3|PTAC11|WHY3,"Encodes a homolog of the potato p24 protein.  It shares the conserved KGKAAL domain, a putative DNA-binding domain, with potato p24 and is localized to the plastid and not the nucleus."
AT2G02750,,
AT2G02760,ATUBC2|UBC2,ubiquitin conjugating enzyme UBC2. Homolog of the yeast RAD6 gene.
AT2G02765,,
AT2G02780,,
AT2G02790,IQD29,
AT2G02800,APK2B|Kin2|PBL3,Encodes protein kinase APK2b.
AT2G02810,ATUTR1|UTR1,"Encodes a multitransmembrane  hydrophobic protein that functions as transporter of UDP-galactose and UDP-glucose into the Golgi. Localized in the ER. Involved in the unfolded protein response, a mechanism that controls proper protein folding in the ER."
AT2G02820,AtMYB88|MYB88,"Encodes a putative transcription factor (MYB88), involved in stomata development, double loss of MYB88 and FLP (MYB124) activity results in a failure of guard mother cells (GMCs) to adopt the guard cell fate, thus they continue to divide resulting in abnormal stomata consisting of clusters of numerous guard cell-like cells.  This phenotype is enhanced in double mutants over the single mutant flp phenotype."
AT2G02850,ARPN,Encodes plantacyanin one of blue copper proteins. Involved in anther development and pollination. Expressed in the transmitting tract of the pistil.
AT2G02860,ATSUC3|ATSUT2|SUC3|SUT2,encodes a sucrose transporter in sieve elements and a number of sink tissues and cell types. Gene expression is induced by wounding.
AT2G02870,,
AT2G02880,,
AT2G02910,,
AT2G02930,ATGSTF3|GST16|GSTF3,Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002).
AT2G02950,PKS1,"Encodes a basic soluble protein which can independently bind to either PHYA or PHYB, regardless of whether the phytochromes are in the Pr or Pfr state.  PKS1 can be phosphorylated by oat phyA in vitro in a light regulated manner.  It is postulated to be a negative regulator of phyB signalling."
AT2G02955,CCG|MEE12,
AT2G02960,,
AT2G02970,APY6|AtAPY6,
AT2G02980,OTP85,Encodes a chloroplast RNA editing factor.
AT2G02990,ATRNS1|RNS1,"member of the ribonuclease T2 family, responds to inorganic phosphate starvation, and inhibits production of anthocyanin.  Also involved in wound-induced signaling independent of jasmonic acid."
AT2G03010,,
AT2G03020,,
AT2G03040,,
AT2G03050,EMB93|SOLDAT10,A locus involved in embryogenesis. Mutations in this locus result in embryo lethality.
AT2G03060,AGL30,"Encodes a member of the MIKC (MADS box, Keratin binding domain, and C terminal domain containing )family of transcriptional regulators. AGL30 is expressed in pollen.It forms heterodimers with other MICK family members."
AT2G03070,MED8,Encodes a subunit of the Mediator complex.  Regulates plant defense and flowering.
AT2G03090,ATEXP15|ATEXPA15|ATHEXP|EXP15|EXPA15,"member of Alpha-Expansin Gene Family. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio).  Involved in the formation of nematode-induced syncytia in roots of Arabidopsis thaliana."
AT2G03110,AtKH5,
AT2G03120,ATSPP|SPP,"homologous to Signal Peptide Peptidases (SPP), required for pollen development and pollen germination. No homozygotes could be recovered from a T-DNA insertion mutant."
AT2G03140,,
AT2G03150,emb1579|RSA1,
AT2G03200,ASPR1,
AT2G03210,ATFUT2|FUT2,member of Glycosyltransferase Family- 37
AT2G03220,ATFT1|ATFUT1|FT1|FUT1|MUR2,member of Glycosyltransferase Family- 37
AT2G03240,,
AT2G03260,,
AT2G03270,,
AT2G03280,RRT3,
AT2G03290,,
AT2G03310,,
AT2G03330,,
AT2G03340,WRKY3,Encodes WRKY DNA-binding protein 3 (WRKY3).
AT2G03350,,
AT2G03360,,
AT2G03380,PPR96,
AT2G03390,CLPF,
AT2G03410,,
AT2G03420,,
AT2G03430,,
AT2G03440,ATNRP1|NRP1,Induced at the transcriptional level by Pseudomonas syringae pv. tomato infection.
AT2G03450,ATPAP9|PAP9,
AT2G03470,,
AT2G03480,QUL2,"Encodes QUASIMODO2 LIKE2 (QUL2), a paralog of QUASIMODO2 (QUA2). AT1G78240 (QUA2), AT1G13860 (QUL1) and AT2G03480 (QUL2) form a clade with a possible role in plant vasculature development."
AT2G03500,EFM|HHO4,
AT2G03505,,
AT2G03510,,
AT2G03530,ATUPS2|UPS2,Mediate high-affinity uracil and 5-FU (a toxic uracil analogue) transport when expressed in yeast and Xenopus oocytes.Involved in allantoin transport.
AT2G03550,,
AT2G03560,AtFDB7,
AT2G03590,ATUPS1|UPS1,Encodes a member of a class of allantoin transporters.
AT2G03600,ATUPS3|UPS3,"hypothetical protein, similar to ATUPS1, an allantoin transporter."
AT2G03620,AtMGT3|AtMRS2-5|MGT3|MRS2-5,Transmembrane magnesium transporter. One of nine family members.
AT2G03630,,
AT2G03640,AtG3BP-6|AtG3BP-7|AtG3BP4,
AT2G03667,,
AT2G03670,CDC48B,CDC48 - like protein  AAA-type ATPaseCell. division control protein 48 homolog B
AT2G03680,SKU6|SPR1,"The SPR1 gene encodes a plant-specific 12-kD protein which has a repeated motif at both ends, separated by a predicted rod-like domain, suggesting that it may act as an intermolecular linker. Ubiquitously expressed and belongs to a six-member gene family in Arabidopsis; expressed in transgenic seedlings localized to microtubules within the cortical array, preprophase band, phragmoplast, and mitotic spindle."
AT2G03690,,Ubiquinone biosynthesis protein COQ4 homolog.
AT2G03710,AGL3|SEP4,"This gene belongs to the family of SEP genes. It is involved in the development of sepals, petals, stamens and carpels. Additionally, it plays a central role in the determination of flower meristem and organ identity."
AT2G03720,MRH6,Involved in root hair development
AT2G03730,ACR5,Member of a small family of ACT domain containing proteins. ACT domains are thought to be involved in amino acid binding.
