gene,analysis,covariate,n_samples,mean_vst,spearman_rho,p_value,fdr,SYMBOL,GENENAME
AT1G75580,primary,leaf_auc,16,8.733884209214352,-0.85945571464968,1.986637826611243e-05,0.0032242446878374,SAUR51,
AT2G05380,primary,leaf_auc,16,14.597720364061692,-0.85945571464968,1.986637826611243e-05,0.0032242446878374,GRP3S,"glycine-rich protein 3 short isoform (GRP3S) mRNA, complete"
AT1G13430,primary,leaf_auc,16,6.006250738997804,0.8589363646355462,2.035656544070684e-05,0.0032733627313621,ATST4C|ST4C,"Encodes a sulfotransferase. Unlike the related ST4A protein (At2g14920), in vitro experiements show that this enzyme does not act brassinosteroids. ST4C is expressed in the roots and transcript levels rise in response to cytokinin treatment."
AT1G07750,primary,leaf_auc,16,12.057498933282137,-0.8579840439054168,2.128179568683996e-05,0.0032733627313621,,
AT1G11320,primary,leaf_auc,16,8.038584395003053,0.8579840439054168,2.128179568683996e-05,0.0032733627313621,,
AT1G12120,primary,leaf_auc,16,11.193712286740269,-0.8579840439054168,2.128179568683996e-05,0.0032733627313621,,
AT1G54080,primary,leaf_auc,16,12.55370981155753,-0.8579840439054168,2.128179568683996e-05,0.0032733627313621,UBP1A,
AT1G73600,primary,leaf_auc,16,11.072034853414491,0.8579840439054168,2.128179568683996e-05,0.0032733627313621,AtPMT3|DEG26|NMT|NMT3,
AT3G48030,primary,leaf_auc,16,9.988162874305688,-0.8579840439054168,2.128179568683996e-05,0.0032733627313621,AtHIGD1|ATL48,
AT4G26710,primary,leaf_auc,16,11.37277368610387,-0.8579840439054168,2.128179568683996e-05,0.0032733627313621,VHA-e2,
AT3G29631,primary,leaf_auc,16,6.448318028859404,0.8571428571428571,2.212815343727554e-05,0.0033814404859701,,
AT1G09480,primary,leaf_auc,16,8.438768309317378,-0.8565123731611537,2.2780867767961816e-05,0.0033930516530597,,"similar to Eucalyptus gunnii alcohol dehydrogenase of unknown physiological function (GI:1143445), Vigna unguiculata (gi:1854445), NOT a cinnamyl-alcohol dehydrogenase"
AT1G15110,primary,leaf_auc,16,10.047495465025309,-0.8565123731611537,2.2780867767961816e-05,0.0033930516530597,AtPSS1|PSS1,
AT2G25930,primary,leaf_auc,16,9.923898834360044,-0.8565123731611537,2.2780867767961816e-05,0.0033930516530597,ELF3|PYK20,Encodes a novel nuclear protein that is expressed rhythmically and interacts with phytochrome B to control plant development and flowering through a signal transduction pathway. Required component of the core circadian clock regardless of light conditions.
AT2G41180,primary,leaf_auc,16,10.08988365104848,0.8565123731611537,2.2780867767961816e-05,0.0033930516530597,SIB2,
AT2G28120,primary,leaf_auc,16,9.018573689267004,-0.8550407024168906,2.4367520683033326e-05,0.0035617444983467,OTU1,
AT3G26590,primary,leaf_auc,16,10.397857886869724,-0.8550407024168906,2.4367520683033326e-05,0.0035617444983467,,
AT5G61340,primary,leaf_auc,16,8.422005251179177,0.8550407024168906,2.4367520683033326e-05,0.0035617444983467,,
AT1G78000,primary,leaf_auc,16,8.913710562812712,-0.8535690316726274,2.604581610708299e-05,0.0036702765895088,SEL1|SULTR1;2,Encodes a sulfate transporter that can restore sulfate uptake capacity of a yeast mutant lacking sulfate transporter genes.
AT4G02050,primary,leaf_auc,16,12.440297996504995,-0.8535690316726274,2.604581610708299e-05,0.0036702765895088,STP7,
AT4G27260,primary,leaf_auc,16,10.40108787050983,-0.8535690316726274,2.604581610708299e-05,0.0036702765895088,GH3.5|WES1,encodes an IAA-amido synthase that conjugates Asp and other amino acids to auxin in vitro. Lines carrying insertions in this gene are hypersensitive to auxin.
AT4G33700,primary,leaf_auc,16,10.741694507917057,-0.8535690316726274,2.604581610708299e-05,0.0036702765895088,,
AT5G42900,primary,leaf_auc,16,6.830512951266247,-0.8535690316726274,2.604581610708299e-05,0.0036702765895088,COR27,
AT5G48230,primary,leaf_auc,16,10.522508510206286,0.8535690316726274,2.604581610708299e-05,0.0036702765895088,AACT2|ACAT2|EMB1276,
AT1G24625,primary,leaf_auc,16,10.043801528890144,-0.8520973609283642,2.7819954096697544e-05,0.0038285788289917,ZFP7,Encodes a zinc finger protein containing only a single zinc finger.
AT3G19850,primary,leaf_auc,16,8.814880217414334,0.8520973609283642,2.7819954096697544e-05,0.0038285788289917,,
AT4G26150,primary,leaf_auc,16,8.778137101557295,-0.8520973609283642,2.7819954096697544e-05,0.0038285788289917,CGA1|GATA22|GNL,Encodes a member of the GATA factor family of zinc finger transcription factors.
AT5G11060,primary,leaf_auc,16,11.6187237787757,0.8520973609283642,2.7819954096697544e-05,0.0038285788289917,KNAT4,"A member of Class II KN1-like homeodomain transcription factors (together with KNAT3 and KNAT5), with greatest homology to the maize knox1 homeobox protein. Expression regulated by light. Detected in all tissues examined, but most prominent in leaves and young siliques. Transient expression of GFP translational fusion protein suggests bipartite localization in nucleus and cytoplasm. KNAT4 promoter activity showed cell-type specific pattern along longitudinal root axis; GUS expression pattern started at the elongation zone, predominantly in the phloem and pericycle cells, extending to endodermis toward the base of the root."
AT1G31120,primary,leaf_auc,16,11.35023834634017,-0.8506256901841011,2.9694275984026645e-05,0.0039931165527548,KUP10,potassium transporter
AT2G18328,primary,leaf_auc,16,10.105312760862752,0.8506256901841011,2.9694275984026645e-05,0.0039931165527548,ATRL4|RL4,
AT2G35810,primary,leaf_auc,16,9.595975667488634,0.8506256901841011,2.9694275984026645e-05,0.0039931165527548,,
AT4G27860,primary,leaf_auc,16,9.96321872279867,-0.8506256901841011,2.9694275984026645e-05,0.0039931165527548,MEB1,
AT2G34070,primary,leaf_auc,16,10.656763543534009,-0.8491540194398379,3.167326728390617e-05,0.0041874550505177,TBL37,"Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication)."
AT2G40130,primary,leaf_auc,16,10.122019144304058,0.8491540194398379,3.167326728390617e-05,0.0041874550505177,SMXL8,
AT5G19650,primary,leaf_auc,16,6.790304566688763,0.8491540194398379,3.167326728390617e-05,0.0041874550505177,ATOFP8|OFP8,
AT3G55930,primary,leaf_auc,16,6.335285139494545,-0.8480544557276625,3.322295772755517e-05,0.004294653004933,,
AT1G51440,primary,leaf_auc,16,8.522789949234022,0.8476823486955748,3.376156061329227e-05,0.004294653004933,DALL2,"Encodes a lipase that hydrolyzes phosphatidylcholine, glycolipids as well as triacylglycerols."
AT4G14716,primary,leaf_auc,16,11.955461759355009,-0.8476823486955748,3.376156061329227e-05,0.004294653004933,ARD1|ATARD1|SGB3,
AT4G39955,primary,leaf_auc,16,9.617757180106066,-0.8476823486955748,3.376156061329227e-05,0.004294653004933,,
AT5G42760,primary,leaf_auc,16,9.78426505687313,-0.8476823486955748,3.376156061329227e-05,0.004294653004933,,
AT5G54510,primary,leaf_auc,16,12.144201007000806,-0.8476823486955748,3.376156061329227e-05,0.004294653004933,DFL1|GH3.6,"Encodes an IAA-amido synthase that conjugates Ala, Asp, Phe, and Trp to auxin. Lines overexpressing this gene accumulate IAA-ASP and are hypersensitive to several auxins.  Identified as a dominant mutation that displays shorter hypocotyls in light grown plants when compared to wild type siblings. Protein is similar to auxin inducible gene from pea (GH3)."
AT5G61190,primary,leaf_auc,16,10.265070749924003,0.8476823486955748,3.376156061329227e-05,0.004294653004933,,
AT1G30420,primary,leaf_auc,16,9.629882832075756,0.8462106779513117,3.596393862219709e-05,0.0043851780704464,ABCC11|ATMRP12|MRP12,member of MRP subfamily
AT1G31910,primary,leaf_auc,16,13.27420113483977,-0.8462106779513117,3.596393862219709e-05,0.0043851780704464,,
AT1G62540,primary,leaf_auc,16,11.308417732426046,-0.8462106779513117,3.596393862219709e-05,0.0043851780704464,FMO,"belongs to the flavin-monooxygenase (FMO) family, encodes a glucosinolate S-oxygenase that catalyzes the conversion of methylthioalkyl glucosinolates to methylsulfinylalkyl glucosinolates"
AT1G71960,primary,leaf_auc,16,10.009378178036116,0.8462106779513117,3.596393862219709e-05,0.0043851780704464,ABCG25|ATABCG25,Encodes a plasma membrane localized ABC transporter involved in abscisic acid transport and responses.
AT2G16586,primary,leaf_auc,16,8.158618782678042,-0.8462106779513117,3.596393862219709e-05,0.0043851780704464,,
AT5G53200,primary,leaf_auc,16,7.707898310730487,0.8462106779513117,3.596393862219709e-05,0.0043851780704464,MAU5|TRY,
AT5G64410,primary,leaf_auc,16,8.556293746093434,0.8462106779513117,3.596393862219709e-05,0.0043851780704464,ATOPT4|OPT4,oligopeptide transporter
ATMG01080,primary,leaf_auc,16,7.770882914976866,-0.8462106779513117,3.596393862219709e-05,0.0043851780704464,ATP9,subunit 9 of mitochondrial F0-ATPase
AT1G17090,primary,leaf_auc,16,7.600620693117301,-0.8447390072070485,3.8285336935310155e-05,0.0045503476469628,,
AT3G61850,primary,leaf_auc,16,8.569239613243608,-0.8447390072070485,3.8285336935310155e-05,0.0045503476469628,DAG1,Zinc finger transcription factor of the Dof family involved in the control of seed germination.
AT4G22970,primary,leaf_auc,16,8.142231443593085,0.8447390072070485,3.8285336935310155e-05,0.0045503476469628,AESP|AESP1|ESP|RSW4,"Encodes a separase (ESP), homologous to human and mouse separase protein. Separase is a capase family protease required for the release of sister chromatid cohesion during meiosis and mitosis.  Arabidopsis separase contains a predicted 2Fe2S-ferredoxin domain that is not present in the proteins of other organisms. Also contains a putative EF-hand calcium binding domain. Mutant seeds exhibited embryo arrest at the globular stage. The endosperm also exhibited a weak titan-like phenotype. Transgenic plants expressing AESP RNA interference (RNAi) from the meiosis-specific DMC1 promoter exhibited alterations in chromosome segregation during meiosis I and II that resulted in polyads containing from one to eight microspores. Plays an essential role in embryo development.  Required for the removal of cohesin from meiotic chromosomes and establishment of meiotic nuclear domains. This gene was also identified through the rsw4 mutant. Lines carrying recessive, temperature-sensitive mutations exhibit reduced anisotropic growth at 30 degrees Celsius. Microtubules and cellulose microfibrils are not depleted or disoriented in the mutants at the restrictive temperature."
AT4G30110,primary,leaf_auc,16,10.139091101293523,0.8447390072070485,3.8285336935310155e-05,0.0045503476469628,ATHMA2|HMA2,"encodes a protein similar to Zn-ATPase, a P1B-type ATPases transport zinc"
AT5G65620,primary,leaf_auc,16,12.467523591500695,0.8447390072070485,3.8285336935310155e-05,0.0045503476469628,OOP|TOP1,
AT1G73120,primary,leaf_auc,16,5.94717926916825,-0.8439983409027542,3.950028128293812e-05,0.0046530049751767,,
AT1G15310,primary,leaf_auc,16,8.396511960752946,-0.8432673364627853,4.073084710348914e-05,0.0046530049751767,ATHSRP54A|SRP54-1,54 kDa protein subunit of SRP that interacts with the signal peptide of secreted proteins
AT1G48600,primary,leaf_auc,16,12.931609890962855,0.8432673364627853,4.073084710348914e-05,0.0046530049751767,AtPMEAMT|AtPMT2|PMEAMT,Encodes a phosphoethanolamine N-methyltransferase that catalyses the last two methylation steps of the three sequential methylations of phosphoethanolamine (PEA) that are required for the synthesis of phosphocholine (PCho) in plants.
AT1G53380,primary,leaf_auc,16,10.658545464259849,-0.8432673364627853,4.073084710348914e-05,0.0046530049751767,,
AT1G62580,primary,leaf_auc,16,7.30857799978331,-0.8432673364627853,4.073084710348914e-05,0.0046530049751767,NOGC1,
AT2G40600,primary,leaf_auc,16,10.377964834732069,0.8432673364627853,4.073084710348914e-05,0.0046530049751767,,
AT3G05840,primary,leaf_auc,16,12.838233159934308,-0.8432673364627853,4.073084710348914e-05,0.0046530049751767,ATSK12|SK12,encodes a SHAGGY-like kinase involved in meristem organization.
AT3G16430,primary,leaf_auc,16,7.974729920951035,-0.8432673364627853,4.073084710348914e-05,0.0046530049751767,JAL31|PBPII,
AT1G02100,primary,leaf_auc,16,10.501641008139844,-0.8417956657185222,4.330571956429698e-05,0.0047845704155239,LCMT1|SBI1,
AT1G68390,primary,leaf_auc,16,6.911562369063799,0.8417956657185222,4.330571956429698e-05,0.0047845704155239,,
AT1G72140,primary,leaf_auc,16,7.064686822361493,-0.8417956657185222,4.330571956429698e-05,0.0047845704155239,NPF5.12|TOB1,
AT3G08000,primary,leaf_auc,16,7.1816040685294125,-0.8417956657185222,4.330571956429698e-05,0.0047845704155239,,
AT3G55560,primary,leaf_auc,16,10.738365642437614,-0.8417956657185222,4.330571956429698e-05,0.0047845704155239,AGF2|AHL15,
AT5G48640,primary,leaf_auc,16,8.975098703632487,-0.8417956657185222,4.330571956429698e-05,0.0047845704155239,CYCLINC1-1,
AT5G49730,primary,leaf_auc,16,10.846312345079893,0.8417956657185222,4.330571956429698e-05,0.0047845704155239,ATFRO6|FRO6,"Encodes a plasma membrane-located ferric chelate reductase. Its mRNA is expressed in green aerial tissues (shoot, flower and cotyledon) in a light- and cell differentiation-specific manner."
AT1G23120,primary,leaf_auc,16,8.693567853300966,-0.840323994974259,4.601536661076414e-05,0.0048999077938964,,
AT1G67750,primary,leaf_auc,16,9.791467723910666,0.840323994974259,4.601536661076414e-05,0.0048999077938964,,
AT2G41770,primary,leaf_auc,16,10.491899033198232,0.840323994974259,4.601536661076414e-05,0.0048999077938964,STL1,
AT3G09162,primary,leaf_auc,16,7.60635168058596,-0.840323994974259,4.601536661076414e-05,0.0048999077938964,,
AT4G36190,primary,leaf_auc,16,11.3751402395757,-0.840323994974259,4.601536661076414e-05,0.0048999077938964,,
AT5G18200,primary,leaf_auc,16,10.099579757933355,-0.840323994974259,4.601536661076414e-05,0.0048999077938964,,encodes an adenylyltransferase
AT5G24160,primary,leaf_auc,16,11.383895911250486,-0.840323994974259,4.601536661076414e-05,0.0048999077938964,SQE6,
AT5G58760,primary,leaf_auc,16,9.144638986336638,-0.840323994974259,4.601536661076414e-05,0.0048999077938964,DDB2,Encodes a DDB1a interacting protein DDB2 required for UV-B tolerance and genomic integrity.
AT1G10980,primary,leaf_auc,16,6.201400687333204,0.8395169337829165,4.756055720223807e-05,0.0050416333001813,,
AT1G22650,primary,leaf_auc,16,9.563670986289234,0.8388523242299959,4.886536536754625e-05,0.0050658530537201,A/N-InvD,
AT2G46880,primary,leaf_auc,16,13.600260815126326,-0.8388523242299959,4.886536536754625e-05,0.0050658530537201,ATPAP14|PAP14,
AT3G51390,primary,leaf_auc,16,9.182144657069085,-0.8388523242299959,4.886536536754625e-05,0.0050658530537201,AtPAT10|PAT10,
AT4G27130,primary,leaf_auc,16,10.974156550901032,-0.8388523242299959,4.886536536754625e-05,0.0050658530537201,,
AT5G43290,primary,leaf_auc,16,6.835841918656597,-0.8388523242299959,4.886536536754625e-05,0.0050658530537201,ATWRKY49|WRKY49,member of WRKY Transcription Factor; Group II-c
AT1G10560,primary,leaf_auc,16,7.065455793794447,0.8359089827414695,5.5009568570899714e-05,0.0055086816050169,ATPUB18|PUB18,"Encodes a protein containing a UND, a U-box, and an ARM domain. This protein has E3 ubiquitin ligase activity based on in vitro assays."
AT1G11170,primary,leaf_auc,16,8.086158058494284,-0.8359089827414695,5.5009568570899714e-05,0.0055086816050169,,
AT1G14790,primary,leaf_auc,16,9.726171957682125,0.8359089827414695,5.5009568570899714e-05,0.0055086816050169,AtRDR1|ATRDRP1|RDR1,"Encodes RNA-dependent RNA polymerase.   While not required for virus-induced post-transcriptional gene silencing (PTGS), it can promote turnover of viral RNAs in infected plants. Nomenclature according to Xie, et al. (2004). Involved in the production of Cucumber Mosaic Virus siRNAs."
AT1G54210,primary,leaf_auc,16,9.228209071513074,-0.8359089827414695,5.5009568570899714e-05,0.0055086816050169,APG12|ATATG12|ATG12A,
AT1G67870,primary,leaf_auc,16,13.89481783097802,0.8359089827414695,5.5009568570899714e-05,0.0055086816050169,,
AT3G53270,primary,leaf_auc,16,9.848294940520358,-0.8359089827414695,5.5009568570899714e-05,0.0055086816050169,,
AT4G16840,primary,leaf_auc,16,7.851122166721247,-0.8359089827414695,5.5009568570899714e-05,0.0055086816050169,,
